Google Internship,Google,https://buildyourfuture.withgoogle.com/internships,,
Engineering and Technical Internships at Google,Google,https://www.google.com/about/careers/applications/students/engineering-and-technical-internships/,,
Machine Learning Internship Google Jobs,Google,https://www.indeed.com/q-machine-learning-internship-google-jobs.html,,
Google Research Careers,Google,https://research.google/careers/,,
"Research Intern, PhD, Summer 2025",Google,https://www.google.com/about/careers/applications/jobs/results/92969243305222854-research-intern-phd-summer-2025,,
Machine Learning Intern Google Jobs on Indeed,Google,https://www.indeed.com/q-machine-learning-intern-google-jobs.html,,
Research Intern - Machine Learning and Generation AI,Microsoft,https://www.linkedin.com/jobs/microsoft-machine-learning-intern-jobs/?currentJobId=4160299781,$12.9K/yr - $13.9K/yr,"Redmond, WA (Hybrid)"
Data Science: PhD Internship Opportunities,Microsoft,https://www.linkedin.com/jobs/search/?currentJobId=4090271776,,United States (Remote)
